age,job,marital,education,balance,housing,loan,contact,campaign,previous,poutcome,subscribed
66,retired,divorced,unknown,31792,yes,yes,telephone,5,2,nonexistent,no
26,student,single,unknown,85684,no,no,cellular,17,4,success,no
45,services,divorced,unknown,52361,no,no,cellular,9,1,nonexistent,no
48,self-employed,single,secondary,34322,yes,no,cellular,20,0,nonexistent,no
51,self-employed,single,primary,73507,yes,no,telephone,2,2,success,no
73,entrepreneur,single,primary,9908,no,yes,cellular,19,2,failure,no
32,technician,married,unknown,62627,yes,yes,telephone,9,4,failure,no
65,management,divorced,primary,61643,yes,yes,cellular,40,1,success,yes
42,management,single,unknown,19202,no,yes,cellular,19,0,success,yes
53,unemployed,married,unknown,90228,no,yes,telephone,45,4,failure,yes
25,services,married,unknown,68102,yes,yes,cellular,4,1,nonexistent,no
26,management,single,tertiary,57883,no,no,telephone,6,4,success,no
54,management,single,secondary,94555,no,yes,cellular,36,2,success,yes
65,student,single,primary,77558,yes,no,cellular,11,2,success,yes
62,retired,single,secondary,41720,yes,no,cellular,21,1,success,no
56,services,single,tertiary,37662,no,yes,telephone,42,4,failure,no
49,entrepreneur,divorced,primary,25030,yes,no,cellular,48,1,failure,yes
69,retired,single,unknown,37850,no,no,telephone,25,3,success,yes
34,entrepreneur,single,secondary,83288,no,no,cellular,30,1,failure,no
52,services,divorced,tertiary,33397,yes,yes,cellular,18,3,failure,no
54,admin,married,primary,54094,no,no,telephone,25,2,failure,no
36,admin,divorced,primary,88640,yes,yes,telephone,21,0,nonexistent,no
61,management,married,secondary,18616,yes,yes,cellular,23,2,success,yes
46,unemployed,married,secondary,94474,yes,no,cellular,30,0,success,no
24,self-employed,divorced,primary,63334,yes,yes,telephone,44,4,success,yes
45,student,single,primary,4661,no,no,telephone,46,0,success,yes
26,management,married,tertiary,55029,no,yes,cellular,18,4,failure,no
45,technician,single,unknown,24047,no,yes,telephone,33,3,failure,no
23,admin,divorced,unknown,37043,yes,yes,cellular,45,4,nonexistent,yes
46,management,married,tertiary,44442,no,yes,telephone,35,1,success,yes
34,self-employed,single,primary,59378,no,no,telephone,46,1,nonexistent,yes
33,entrepreneur,married,secondary,23943,yes,yes,cellular,22,1,nonexistent,yes
40,entrepreneur,married,secondary,32487,yes,no,cellular,24,2,nonexistent,no
48,blue-collar,divorced,primary,72769,no,no,cellular,23,1,nonexistent,no
20,student,single,tertiary,67023,no,no,cellular,1,4,failure,yes
38,unemployed,single,primary,22559,yes,no,telephone,15,4,nonexistent,yes
43,entrepreneur,married,secondary,69380,yes,yes,telephone,48,4,failure,no
53,blue-collar,single,primary,39519,yes,yes,telephone,28,1,failure,no
59,admin,married,primary,89676,no,no,telephone,42,3,nonexistent,yes
54,entrepreneur,divorced,tertiary,9416,no,no,telephone,20,3,success,no
70,unemployed,divorced,unknown,20859,yes,no,cellular,36,2,failure,no
39,management,single,secondary,85789,yes,yes,cellular,43,4,success,yes
59,self-employed,divorced,secondary,16184,no,yes,telephone,16,4,failure,yes
29,technician,divorced,primary,25846,yes,no,telephone,5,2,failure,yes
59,entrepreneur,single,secondary,93757,yes,yes,cellular,43,4,nonexistent,yes
30,technician,married,secondary,40771,yes,yes,telephone,15,0,nonexistent,yes
28,technician,divorced,unknown,84995,no,yes,cellular,2,2,success,no
71,technician,single,secondary,13498,no,yes,telephone,24,4,failure,yes
33,retired,single,secondary,67798,yes,no,telephone,13,2,success,yes
25,technician,single,tertiary,30914,no,yes,telephone,23,0,nonexistent,no
57,retired,divorced,tertiary,50980,yes,no,cellular,12,0,nonexistent,no
74,self-employed,divorced,tertiary,43500,no,no,cellular,46,1,success,no
57,technician,married,tertiary,32885,no,yes,telephone,33,4,success,no
62,blue-collar,married,tertiary,36215,yes,no,telephone,44,0,failure,yes
19,technician,married,unknown,62320,yes,yes,cellular,45,0,success,yes
47,services,married,secondary,84934,no,yes,cellular,25,0,success,yes
47,student,married,primary,27924,no,no,telephone,35,1,nonexistent,no
29,blue-collar,married,unknown,53099,yes,no,cellular,35,4,nonexistent,yes
27,unemployed,single,primary,61113,yes,yes,telephone,1,2,success,no
61,entrepreneur,married,tertiary,-1682,yes,no,telephone,43,1,nonexistent,yes
28,self-employed,divorced,secondary,75697,yes,no,telephone,4,4,nonexistent,no
32,self-employed,married,tertiary,75859,yes,yes,cellular,31,0,nonexistent,yes
33,services,divorced,unknown,3749,no,yes,cellular,28,1,nonexistent,no
34,services,married,primary,96558,yes,no,telephone,11,3,failure,no
43,services,single,secondary,7528,yes,no,telephone,32,3,failure,yes
19,services,single,unknown,19441,yes,yes,telephone,2,0,success,no
67,services,divorced,unknown,6526,no,yes,telephone,44,4,failure,no
29,admin,married,secondary,35161,no,yes,cellular,13,4,success,yes
68,management,single,secondary,-956,no,yes,telephone,17,1,failure,yes
43,self-employed,single,unknown,76301,yes,no,cellular,4,3,failure,no
40,services,married,primary,16175,yes,yes,telephone,31,4,success,yes
35,entrepreneur,divorced,primary,46887,no,yes,telephone,38,1,success,no
49,admin,divorced,unknown,49671,no,yes,cellular,3,1,success,no
66,blue-collar,divorced,unknown,-1039,yes,yes,cellular,43,3,nonexistent,no
55,blue-collar,single,tertiary,67285,no,yes,cellular,12,0,nonexistent,yes
74,retired,married,tertiary,49966,no,yes,cellular,44,1,nonexistent,no
64,management,single,primary,14973,yes,yes,cellular,18,0,success,yes
20,blue-collar,single,tertiary,81908,no,no,cellular,30,3,nonexistent,yes
55,services,single,primary,41393,yes,yes,telephone,46,1,failure,no
20,self-employed,single,secondary,99293,no,yes,cellular,11,2,failure,no
47,retired,married,tertiary,36433,no,no,telephone,24,3,failure,yes
18,student,single,primary,68077,yes,no,cellular,21,3,failure,yes
47,admin,single,primary,28678,no,no,cellular,49,2,nonexistent,no
62,student,divorced,unknown,16344,yes,no,cellular,48,3,nonexistent,yes
49,student,single,primary,43154,no,yes,telephone,35,2,failure,no
45,services,married,tertiary,6846,no,no,telephone,4,2,success,yes
38,student,single,unknown,31846,yes,no,cellular,26,3,failure,no
63,student,married,unknown,99378,yes,no,cellular,8,2,failure,yes
30,blue-collar,married,tertiary,68565,no,yes,telephone,24,2,success,yes
44,unemployed,married,secondary,56802,yes,yes,cellular,43,3,success,no
53,retired,divorced,tertiary,14272,yes,yes,telephone,45,2,nonexistent,yes
24,student,divorced,tertiary,46613,yes,no,cellular,12,0,success,yes
39,management,single,unknown,87306,yes,yes,telephone,5,3,success,no
27,entrepreneur,single,tertiary,11104,no,yes,telephone,16,3,nonexistent,yes
56,retired,single,secondary,13855,no,yes,cellular,32,0,nonexistent,yes
70,management,married,secondary,35524,yes,no,cellular,29,4,failure,yes
32,entrepreneur,married,secondary,64455,no,yes,telephone,33,1,failure,yes
32,student,married,unknown,40706,no,yes,cellular,41,2,success,yes
21,unemployed,single,tertiary,32526,no,no,cellular,14,2,nonexistent,yes
49,technician,single,primary,98135,no,yes,cellular,25,1,success,no
40,self-employed,single,tertiary,7363,no,no,cellular,8,2,success,yes
72,management,single,secondary,50430,no,yes,telephone,27,2,failure,no
23,student,divorced,tertiary,47511,yes,no,telephone,35,0,success,yes
41,retired,divorced,unknown,54738,no,yes,telephone,22,0,success,no
37,blue-collar,divorced,tertiary,77791,no,no,telephone,7,0,failure,no
54,student,single,unknown,67346,yes,no,telephone,36,0,failure,yes
37,technician,divorced,primary,-560,yes,no,cellular,47,3,nonexistent,no
29,student,divorced,primary,65255,no,no,telephone,12,2,failure,yes
50,student,single,unknown,42213,no,yes,telephone,9,1,nonexistent,yes
45,self-employed,divorced,tertiary,-1445,no,no,cellular,45,2,nonexistent,no
25,blue-collar,single,secondary,75648,no,no,telephone,35,3,failure,no
18,management,single,unknown,65833,yes,yes,cellular,39,3,failure,no
54,services,single,tertiary,-465,yes,no,telephone,19,2,failure,no
39,services,married,tertiary,12931,yes,no,cellular,28,2,success,no
23,retired,single,tertiary,69818,yes,no,telephone,29,0,failure,yes
38,unemployed,divorced,secondary,92170,yes,yes,telephone,8,3,nonexistent,yes
49,student,divorced,secondary,42262,yes,yes,telephone,43,2,nonexistent,no
52,retired,single,secondary,89021,no,yes,cellular,27,1,nonexistent,no
32,unemployed,married,unknown,98265,no,yes,cellular,5,1,failure,no
22,management,married,unknown,22587,no,no,telephone,48,0,nonexistent,yes
73,management,married,secondary,97283,yes,no,telephone,29,0,nonexistent,no
63,blue-collar,divorced,unknown,31040,no,yes,cellular,35,2,success,yes
67,services,married,secondary,43543,yes,no,cellular,33,1,failure,yes
65,services,married,unknown,87177,yes,yes,telephone,32,3,failure,no
23,retired,single,tertiary,24573,no,no,cellular,21,4,nonexistent,yes
42,self-employed,married,secondary,68680,no,yes,cellular,10,1,success,yes
73,services,married,unknown,55262,no,yes,cellular,42,3,nonexistent,no
63,self-employed,married,tertiary,-312,no,yes,cellular,16,1,success,no
73,self-employed,single,tertiary,81515,yes,yes,cellular,11,2,nonexistent,yes
57,management,single,unknown,29803,no,no,cellular,19,4,nonexistent,no
46,blue-collar,married,tertiary,14154,yes,yes,cellular,13,4,failure,yes
24,retired,divorced,primary,78659,yes,yes,cellular,15,2,success,yes
57,entrepreneur,divorced,secondary,21998,no,no,telephone,42,2,success,no
30,retired,single,secondary,3786,yes,yes,cellular,36,0,success,yes
55,self-employed,married,tertiary,57059,no,yes,cellular,32,3,failure,yes
35,unemployed,divorced,unknown,93825,yes,no,cellular,19,3,failure,yes
19,unemployed,married,primary,68665,yes,no,cellular,15,0,nonexistent,yes
25,blue-collar,single,unknown,92450,yes,yes,telephone,38,3,success,yes
28,management,divorced,secondary,23777,no,no,telephone,22,4,success,no
50,management,single,tertiary,66381,no,yes,telephone,49,1,nonexistent,no
71,self-employed,married,primary,71984,no,yes,cellular,13,4,nonexistent,yes
55,self-employed,single,tertiary,53290,no,no,telephone,20,0,nonexistent,no
65,technician,single,primary,25139,yes,yes,telephone,49,3,nonexistent,no
44,technician,single,tertiary,85254,no,no,telephone,15,3,success,no
37,self-employed,single,unknown,47030,yes,no,cellular,7,1,nonexistent,no
29,services,divorced,secondary,21581,no,no,cellular,22,1,success,no
60,retired,married,tertiary,25993,yes,yes,telephone,43,1,success,no
48,services,divorced,tertiary,40048,yes,yes,telephone,20,4,success,no
44,management,married,primary,10923,yes,no,cellular,19,0,nonexistent,yes
49,entrepreneur,married,unknown,11084,yes,no,cellular,27,0,nonexistent,no
27,retired,married,unknown,81096,yes,no,telephone,8,0,nonexistent,no
20,services,married,primary,20567,yes,no,cellular,18,4,nonexistent,yes
62,services,married,unknown,17481,no,yes,telephone,10,2,failure,no
44,admin,divorced,secondary,95552,yes,yes,cellular,49,3,nonexistent,yes
52,retired,married,tertiary,9422,no,no,telephone,41,4,failure,no
48,entrepreneur,single,primary,65260,no,yes,telephone,35,0,nonexistent,yes
32,blue-collar,divorced,unknown,94007,no,no,telephone,15,4,failure,yes
33,blue-collar,divorced,secondary,66164,yes,no,telephone,23,4,nonexistent,yes
30,services,married,secondary,53296,yes,yes,telephone,12,2,nonexistent,no
66,self-employed,single,unknown,25875,yes,no,telephone,49,1,success,no
52,entrepreneur,single,unknown,15734,yes,no,cellular,27,0,failure,yes
69,entrepreneur,married,primary,87645,yes,yes,cellular,6,4,nonexistent,yes
28,management,married,unknown,64155,no,no,telephone,24,1,failure,yes
38,unemployed,single,primary,49700,yes,no,cellular,22,3,success,yes
68,admin,divorced,tertiary,11786,no,yes,cellular,9,3,failure,yes
71,management,divorced,secondary,52395,yes,yes,cellular,10,3,nonexistent,no
28,entrepreneur,married,primary,92170,yes,yes,telephone,3,4,success,yes
47,student,divorced,secondary,63171,no,yes,telephone,6,4,nonexistent,yes
65,self-employed,divorced,tertiary,85463,no,yes,cellular,26,2,success,yes
70,entrepreneur,single,unknown,62763,yes,no,cellular,45,0,success,no
52,admin,divorced,primary,73265,yes,no,telephone,14,1,failure,no
39,entrepreneur,single,unknown,85773,no,yes,telephone,36,3,nonexistent,no
55,retired,married,secondary,58922,yes,yes,cellular,42,1,nonexistent,no
48,retired,married,primary,33301,yes,yes,cellular,19,2,success,yes
31,technician,single,tertiary,58998,yes,yes,cellular,48,3,nonexistent,yes
41,admin,single,tertiary,57724,yes,yes,cellular,39,1,success,yes
67,services,married,unknown,56976,yes,no,cellular,23,0,failure,no
66,unemployed,single,tertiary,19735,yes,yes,cellular,5,0,success,yes
49,services,married,tertiary,98344,no,yes,cellular,44,2,nonexistent,no
53,unemployed,married,unknown,81485,yes,no,cellular,15,1,success,no
49,unemployed,married,unknown,18509,no,yes,cellular,30,2,nonexistent,no
72,unemployed,married,primary,92934,yes,no,telephone,33,2,failure,yes
32,blue-collar,married,primary,67804,no,yes,telephone,38,2,failure,no
60,unemployed,married,unknown,33607,yes,no,telephone,19,4,success,yes
52,entrepreneur,divorced,secondary,42507,no,yes,cellular,5,0,failure,no
20,student,divorced,secondary,50540,no,yes,cellular,9,4,failure,yes
33,admin,married,primary,38944,yes,no,telephone,7,4,success,no
22,student,divorced,primary,37308,no,no,cellular,24,0,nonexistent,no
38,technician,single,unknown,10412,no,yes,cellular,41,2,success,no
27,entrepreneur,single,secondary,54399,yes,no,telephone,16,1,success,no
36,unemployed,married,unknown,99047,yes,yes,telephone,37,2,nonexistent,no
42,blue-collar,divorced,primary,25150,no,no,telephone,10,2,failure,no
21,management,single,tertiary,69178,yes,no,cellular,21,4,success,no
46,services,single,tertiary,56763,no,yes,telephone,21,1,success,yes
36,retired,single,tertiary,73605,yes,yes,telephone,47,0,nonexistent,yes
60,admin,single,unknown,29832,no,no,cellular,15,3,success,yes
19,student,divorced,secondary,64562,no,yes,telephone,13,0,nonexistent,yes
27,entrepreneur,single,primary,67128,no,no,cellular,7,1,success,no
60,management,single,secondary,64523,no,yes,cellular,40,0,success,yes
42,self-employed,single,secondary,79453,yes,yes,cellular,8,4,nonexistent,yes
37,self-employed,married,primary,5238,no,no,cellular,43,1,nonexistent,no
65,retired,single,secondary,99051,yes,yes,cellular,41,3,success,yes
36,self-employed,single,tertiary,71866,yes,no,telephone,38,3,nonexistent,no
40,services,divorced,primary,58930,no,no,telephone,2,1,success,yes
41,technician,single,tertiary,3650,no,yes,cellular,37,0,nonexistent,no
28,self-employed,single,unknown,35264,no,yes,cellular,22,3,failure,no
63,retired,single,tertiary,88753,no,no,telephone,4,1,failure,yes
51,technician,married,unknown,47588,yes,no,telephone,47,1,failure,yes
72,services,divorced,unknown,15807,no,no,cellular,7,1,failure,no
45,retired,divorced,primary,23712,no,no,telephone,1,2,success,no
22,self-employed,married,tertiary,60915,yes,no,cellular,19,0,success,no
22,unemployed,married,tertiary,52826,yes,yes,cellular,30,1,failure,no
68,admin,divorced,tertiary,25865,no,no,telephone,2,1,failure,no
38,self-employed,single,primary,88169,no,no,cellular,13,2,failure,yes
29,retired,divorced,unknown,88811,no,no,cellular,28,4,nonexistent,yes
67,admin,married,unknown,-855,no,no,telephone,14,2,success,yes
21,admin,single,unknown,85499,no,no,telephone,3,1,failure,yes
71,technician,divorced,primary,72836,no,no,telephone,16,0,failure,yes
66,services,single,primary,84415,no,no,cellular,25,2,success,no
59,self-employed,single,secondary,53651,no,no,telephone,46,1,failure,yes
37,management,married,tertiary,4242,no,no,cellular,47,0,failure,yes
55,unemployed,divorced,unknown,11832,no,no,cellular,3,2,success,yes
42,services,married,secondary,62005,yes,yes,cellular,34,3,success,no
31,management,divorced,secondary,88219,yes,yes,cellular,3,0,nonexistent,yes
28,management,divorced,tertiary,57328,no,yes,telephone,41,1,success,no
49,student,single,primary,77821,no,no,cellular,29,0,failure,yes
28,technician,single,secondary,92359,no,no,telephone,40,0,success,no
35,blue-collar,single,primary,72633,no,no,telephone,19,1,success,yes
44,entrepreneur,married,primary,45852,no,no,telephone,20,3,failure,no
72,entrepreneur,single,tertiary,-8,yes,no,telephone,21,0,success,yes
71,technician,married,secondary,34890,no,yes,telephone,20,1,nonexistent,no
35,technician,single,unknown,92326,yes,no,telephone,28,0,success,yes
73,management,married,secondary,27394,no,no,telephone,47,4,success,no
40,technician,divorced,unknown,47957,no,no,telephone,27,3,failure,no
28,management,married,unknown,81912,no,no,telephone,44,4,nonexistent,yes
38,services,married,primary,63353,no,no,cellular,46,0,nonexistent,no
61,blue-collar,married,unknown,21880,no,no,telephone,25,3,success,yes
22,student,divorced,tertiary,83520,no,yes,cellular,2,1,nonexistent,no
40,management,married,secondary,77077,no,no,cellular,43,4,failure,yes
